#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Ability 1,Ability 2,Hidden Ability,FrenchName,EV HP,EV Attack,EV Defense,EV Sp. Atk,EV Sp. Def,EV Speed
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,8,False,Steam Engine,Flame Body,Flash Fire,Monthracite,0,0,3,0,0,0
840,Applin,Grass,Dragon,260,40,40,80,40,40,20,8,False,Ripen,Gluttony,Bulletproof,Verpom,0,0,1,0,0,0
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,8,False,Ripen,Gluttony,Hustle,Pomdrapi,0,2,0,0,0,0
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,8,False,Ripen,Gluttony,Thick Fat,Dratatin,2,0,0,0,0,0
843,Silicobra,Ground,,315,52,57,75,35,50,46,8,False,Sand Spit,Shed Skin,Sand Veil,Dunaja,0,0,1,0,0,0
844,Sandaconda,Ground,,510,72,107,125,65,70,71,8,False,Sand Spit,Shed Skin,Sand Veil,Dunaconda,0,0,2,0,0,0
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,8,False,Gulp Missile,,,Nigosier,0,0,0,0,2,0
846,Arrokuda,Water,,280,41,63,40,40,30,66,8,False,Swift Swim,,Propeller Tail,Embrochet,0,0,0,0,0,1
847,Barraskewda,Water,,490,61,123,60,60,50,136,8,False,Swift Swim,,Propeller Tail,Hastacuda,0,0,0,0,0,2
848,Toxel,Electric,Poison,242,40,38,35,54,35,40,8,False,Rattled,Static,Klutz,Toxizap,0,0,0,1,0,0
849,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,8,False,Punk Rock,Plus,Technician,Salarsen,0,0,0,2,0,0
850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,8,False,Flash Fire,White Smoke,Flame Body,Grillepattes,0,1,0,0,0,0
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,8,False,Flash Fire,White Smoke,Flame Body,Scolocendre,0,2,0,0,0,0
852,Clobbopus,Fighting,,310,50,68,60,50,50,32,8,False,Limber,,Technician,Poulpaf,0,1,0,0,0,0
853,Grapploct,Fighting,,480,80,118,90,70,80,42,8,False,Limber,,Technician,Krakos,0,2,0,0,0,0
854,Sinistea,Ghost,,308,40,45,45,74,54,50,8,False,Weak Armor,,Cursed Body,Théffroi,0,0,0,1,0,0
855,Polteageist,Ghost,,508,60,65,65,134,114,70,8,False,Weak Armor,,Cursed Body,Polthégeist,0,0,0,2,0,0
856,Hatenna,Psychic,,265,42,30,45,56,53,39,8,False,Healer,Anticipation,Magic Bounce,Bibichut,0,0,0,1,0,0
857,Hattrem,Psychic,,370,57,40,65,86,73,49,8,False,Healer,Anticipation,Magic Bounce,Chapotus,0,0,0,2,0,0
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,8,False,Healer,Anticipation,Magic Bounce,Sorcilence,0,0,0,3,0,0
859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,8,False,Prankster,Frisk,Pickpocket,Grimalin,0,0,0,1,0,0
860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,8,False,Prankster,Frisk,Pickpocket,Fourbelin,0,0,0,2,0,0
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,8,False,Prankster,Frisk,Pickpocket,Angoliath,0,3,0,0,0,0
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,8,False,Reckless,Guts,Defiant,Ixon,0,0,3,0,0,0
863,Perrserker,Steel,,440,70,110,100,50,60,50,8,False,Battle Armor,Tough Claws,Steely Spirit,Berserkatt,0,2,0,0,0,0
864,Cursola,Ghost,,510,60,95,50,145,130,30,8,False,Weak Armor,,Perish Body,Corayôme,0,0,0,2,0,0
865,Sirfetchd,Fighting,,507,62,135,95,68,82,65,8,False,Steadfast,,Scrappy,Palarticho,0,2,0,0,0,0
866,Mr-rime,Ice,Psychic,520,80,85,75,110,100,70,8,False,Tangled Feet,Screen Cleaner,Ice Body,M. Glaquette,0,0,0,3,0,0
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,8,False,Wandering Spirit,,,Tutétékri,0,0,2,0,0,0
868,Milcery,Fairy,,270,45,40,40,50,61,34,8,False,Sweet Veil,,Aroma Veil,Crèmy,0,0,0,0,1,0
869,Alcremie,Fairy,,495,65,60,75,110,121,64,8,False,Sweet Veil,,Aroma Veil,Charmilly,0,0,0,0,2,0
870,Falinks,Fighting,,470,65,100,100,70,60,75,8,False,Battle Armor,,Defiant,Hexadron,0,2,0,0,1,0
871,Pincurchin,Electric,,435,48,101,95,91,85,15,8,False,Lightning Rod,,Electric Surge,Wattapik,0,2,0,0,0,0
872,Snom,Ice,Bug,185,30,25,35,45,30,20,8,False,Shield Dust,,Ice Scales,Frissonille,0,0,0,1,0,0
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,8,False,Shield Dust,,Ice Scales,Beldeneige,0,0,0,2,0,0
874,Stonjourner,Rock,,470,100,125,135,20,20,70,8,False,Power Spot,,,Dolman,0,0,2,0,0,0
875,Eiscue,Ice,,470,75,80,110,65,90,50,8,False,Ice Face,,,Bekaglaçon,0,0,2,0,0,0
876,Indeedee,Psychic,Normal,475,60,65,55,105,95,95,8,False,Inner Focus,Synchronize,Psychic Surge,Wimessir,0,0,0,2,0,0
877,Morpeko,Electric,Dark,436,58,95,58,70,58,97,8,False,Hunger Switch,,,Morpeko,0,0,0,0,0,2
878,Cufant,Steel,,330,72,80,49,40,49,40,8,False,Sheer Force,,Heavy Metal,Charibari,0,1,0,0,0,0
879,Copperajah,Steel,,500,122,130,69,80,69,30,8,False,Sheer Force,,Heavy Metal,Pachyradjah,0,2,0,0,0,0
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,8,False,Volt Absorb,Hustle,Sand Rush,Galvagon,0,2,0,0,0,0
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,8,False,Volt Absorb,Static,Slush Rush,Galvagla,0,2,0,0,0,0
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,8,False,Water Absorb,Strong Jaw,Sand Rush,Hydragon,0,0,2,0,0,0
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,8,False,Water Absorb,Ice Body,Slush Rush,Hydragla,0,0,2,0,0,0
884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,8,False,Light Metal,Heavy Metal,Stalwart,Duralugon,0,0,0,2,0,0
885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,8,False,Clear Body,Infiltrator,Cursed Body,Fantyrm,0,0,0,0,0,1
886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,8,False,Clear Body,Infiltrator,Cursed Body,Dispareptil,0,0,0,0,0,2
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,8,False,Clear Body,Infiltrator,Cursed Body,Lanssorien,0,0,0,0,0,3
888,Zacian,Fairy,,660,92,120,115,80,115,138,8,True,Intrepid Sword,,,Zacian,0,0,0,0,0,3
889,Zamazenta,Fighting,,660,92,120,115,80,115,138,8,True,Dauntless Shield,,,Zamazenta,0,0,0,0,0,3
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,8,True,Pressure,,,Éthernatos,3,0,0,0,0,0
891,Kubfu,Fighting,,385,60,90,60,53,50,72,8,True,Inner Focus,,,Wushours,0,1,0,0,0,0
892,Urshifu,Fighting,Dark,550,100,130,100,63,60,97,8,True,Unseen Fist,,,Shifours,0,3,0,0,0,0
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,8,False,Leaf Guard,,,Zarude,0,3,0,0,0,0
894,Regieleki,Electric,,580,80,100,50,100,50,200,8,True,Transistor,,,Regieleki,0,0,0,0,0,3
895,Regidrago,Dragon,,580,200,100,50,100,50,80,8,True,Dragons Maw,,,Regidrago,3,0,0,0,0,0
896,Glastrier,Ice,,580,100,145,130,65,110,30,8,True,Chilling Neigh,,,Blizzeval,0,3,0,0,0,0
897,Spectrier,Ghost,,580,100,65,60,145,80,130,8,True,Grim Neigh,,,Spectreval,0,0,0,3,0,0
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,8,True,Unnerve,,,Sylveroy,3,0,0,0,0,0
899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,8,False,Intimidate,Frisk,Sap Sipper,Cerbyllin,0,1,0,1,0,0
900,Kleavor,Bug,Rock,500,70,135,95,45,70,85,8,False,Swarm,Sheer Force,Sharpness,Hachécateur,0,3,0,0,0,0
901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,8,False,Guts,Bulletproof,Unnerve,Ursaking,0,3,0,0,0,0
902,Basculegion,Water,Ghost,530,120,112,65,80,75,78,8,False,Swift Swim,Adaptability,Mold Breaker,Paragruel,3,0,0,0,0,0
903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,8,False,Pressure,Unburden,Poison Touch,Farfurex,0,2,0,0,0,0
904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,8,False,Poison Point,Swift Swim,Intimidate,Qwilpik,0,2,0,0,0,0
905,Enamorus,Fairy,Flying,580,74,115,70,135,80,106,8,True,Cute Charm,,Contrary,Amovénus,0,0,0,3,0,0
906,Sprigatito,Grass,,310,40,61,54,45,45,65,9,False,Overgrow,,Protean,Poussacha,0,0,0,0,0,1
907,Floragato,Grass,,410,61,80,63,60,63,83,9,False,Overgrow,,Protean,Matourgeon,0,0,0,0,0,2
908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,9,False,Overgrow,,Protean,Miascarade,0,0,0,0,0,3
909,Fuecoco,Fire,,310,67,45,59,63,40,36,9,False,Blaze,,Unaware,Chochodile,1,0,0,0,0,0
910,Crocalor,Fire,,411,81,55,78,90,58,49,9,False,Blaze,,Unaware,Crocogril,0,0,0,2,0,0
911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,9,False,Blaze,,Unaware,Flâmigator,0,0,0,3,0,0
912,Quaxly,Water,,310,55,65,45,50,45,50,9,False,Torrent,,Moxie,Coiffeton,0,1,0,0,0,0
913,Quaxwell,Water,,410,70,85,65,65,60,65,9,False,Torrent,,Moxie,Canarbello,0,2,0,0,0,0
914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,9,False,Torrent,,Moxie,Palmaval,0,3,0,0,0,0
915,Lechonk,Normal,,254,54,45,40,35,45,35,9,False,Aroma Veil,Gluttony,Thick Fat,Gourmelet,1,0,0,0,0,0
916,Oinkologne,Normal,,489,110,100,75,59,80,65,9,False,Lingering Aroma,Gluttony,Thick Fat,Fragroin,2,0,0,0,0,0
917,Tarountula,Bug,,210,35,41,45,29,40,20,9,False,Insomnia,,Stakeout,Tissenboule,0,0,1,0,0,0
918,Spidops,Bug,,404,60,79,92,52,86,35,9,False,Insomnia,,Stakeout,Filentrappe,0,0,2,0,0,0
919,Nymble,Bug,,210,33,46,40,21,25,45,9,False,Swarm,,Tinted Lens,Lilliterelle,0,1,0,0,0,0
920,Lokix,Bug,Dark,450,71,102,78,52,55,92,9,False,Swarm,,Tinted Lens,Gambex,0,2,0,0,0,0
921,Pawmi,Electric,,240,45,50,20,40,25,60,9,False,Static,Natural Cure,Iron Fist,Pohm,0,0,0,0,0,1
922,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,9,False,Volt Absorb,Natural Cure,Iron Fist,Pohmotte,0,0,0,0,0,2
923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,9,False,Volt Absorb,Natural Cure,Iron Fist,Pohmarmotte,0,3,0,0,0,0
924,Tandemaus,Normal,,305,50,50,45,40,45,75,9,False,Run Away,Pickup,Own Tempo,Compagnol,0,0,0,0,0,1
925,Maushold,Normal,,470,74,75,70,65,75,111,9,False,Friend Guard,Cheek Pouch,Technician,Famignol,0,0,0,0,0,2
926,Fidough,Fairy,,312,37,55,70,30,55,65,9,False,Own Tempo,,Klutz,Pâtachiot,0,0,0,0,0,1
927,Dachsbun,Fairy,,477,57,80,115,50,80,95,9,False,Well Baked Body,,Aroma Veil,Briochien,0,0,0,0,0,2
928,Smoliv,Grass,Normal,260,41,35,45,58,51,30,9,False,Early Bird,,Harvest,Olivini,0,0,0,1,0,0
929,Dolliv,Grass,Normal,354,52,53,60,78,78,33,9,False,Early Bird,,Harvest,Olivado,0,0,0,2,0,0
930,Arboliva,Grass,Normal,510,78,69,90,125,109,39,9,False,Seed Sower,,Harvest,Arboliva,0,0,0,3,0,0
931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,9,False,Intimidate,Hustle,Guts,Tapatoès,0,1,0,0,0,0
932,Nacli,Rock,,280,55,55,75,35,35,25,9,False,Purifying Salt,Sturdy,Clear Body,Selutin,0,0,1,0,0,0
933,Naclstack,Rock,,355,60,60,100,35,65,35,9,False,Purifying Salt,Sturdy,Clear Body,Amassel,0,0,2,0,0,0
934,Garganacl,Rock,,500,100,100,130,45,90,35,9,False,Purifying Salt,Sturdy,Clear Body,Gigansel,0,0,3,0,0,0
935,Charcadet,Fire,,255,40,50,40,50,40,35,9,False,Flash Fire,,Flame Body,Charbambin,0,0,0,1,0,0
936,Armarouge,Fire,Psychic,525,85,60,100,125,80,75,9,False,Flash Fire,,Weak Armor,Carmadura,0,0,0,2,0,0
937,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,9,False,Flash Fire,,Weak Armor,Malvalame,0,2,0,0,0,0
938,Tadbulb,Electric,,272,61,31,41,59,35,45,9,False,Own Tempo,Static,Damp,Têtampoule,1,0,0,0,0,0
939,Bellibolt,Electric,,495,109,64,91,103,83,45,9,False,Electromorphosis,Static,Damp,Ampibidou,2,0,0,0,0,0
940,Wattrel,Electric,Flying,280,40,40,35,55,40,70,9,False,Wind Power,Volt Absorb,Competitive,Zapétrel,0,0,0,0,0,1
941,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,9,False,Wind Power,Volt Absorb,Competitive,Fulgulairo,0,0,0,0,0,2
942,Maschiff,Dark,,340,60,78,60,40,51,51,9,False,Intimidate,Run Away,Stakeout,Grondogue,0,1,0,0,0,0
943,Mabosstiff,Dark,,505,80,120,90,60,70,85,9,False,Intimidate,Guard Dog,Stakeout,Dogrino,0,2,0,0,0,0
944,Shroodle,Poison,Normal,290,40,65,35,40,35,75,9,False,Unburden,Pickpocket,Prankster,Gribouraigne,0,0,0,0,0,1
945,Grafaiai,Poison,Normal,485,63,95,65,80,72,110,9,False,Unburden,Poison Touch,Prankster,Tag-Tag,0,0,0,0,0,2
946,Bramblin,Grass,Ghost,275,40,65,30,45,35,60,9,False,Wind Rider,,Infiltrator,Virovent,0,1,0,0,0,0
947,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,9,False,Wind Rider,,Infiltrator,Virevorreur,0,2,0,0,0,0
948,Toedscool,Ground,Grass,335,40,40,35,50,100,70,9,False,Mycelium Might,,,Terracool,0,0,0,0,1,0
949,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,9,False,Mycelium Might,,,Terracruel,0,0,0,0,2,0
950,Klawf,Rock,,450,70,100,115,35,55,75,9,False,Anger Shell,Shell Armor,Regenerator,Craparoi,0,0,2,0,0,0
951,Capsakid,Grass,,304,50,62,40,62,40,50,9,False,Chlorophyll,Insomnia,Klutz,Pimito,0,1,0,0,0,0
952,Scovillain,Grass,Fire,486,65,108,65,108,65,75,9,False,Chlorophyll,Insomnia,Moody,Scovilain,0,2,0,0,0,0
953,Rellor,Bug,,270,41,50,60,31,58,30,9,False,Compound Eyes,,Shed Skin,Léboulérou,0,0,1,0,0,0
954,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,9,False,Synchronize,,Telepathy,Bérasca,0,0,0,2,0,0
955,Flittle,Psychic,,255,30,35,30,55,30,75,9,False,Anticipation,Frisk,Speed Boost,Flotillon,0,0,0,0,0,1
956,Espathra,Psychic,,481,95,60,60,101,60,105,9,False,Opportunist,Frisk,Speed Boost,Cléopsytra,0,0,0,0,0,2
957,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,9,False,Mold Breaker,Own Tempo,Pickpocket,Forgerette,0,0,0,0,1,0
958,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,9,False,Mold Breaker,Own Tempo,Pickpocket,Forgella,0,0,0,0,2,0
959,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,9,False,Mold Breaker,Own Tempo,Pickpocket,Forgelina,0,0,0,0,3,0
960,Wiglett,Water,,245,10,55,25,35,25,95,9,False,Gooey,Rattled,Sand Veil,Taupikeau,0,0,0,0,0,1
961,Wugtrio,Water,,425,35,100,50,50,70,120,9,False,Gooey,Rattled,Sand Veil,Triopikeau,0,0,0,0,0,2
962,Bombirdier,Flying,Dark,485,70,103,85,60,85,82,9,False,Big Pecks,Keen Eye,Rocky Payload,Lestombaile,0,2,0,0,0,0
963,Finizen,Water,,315,70,45,40,45,40,75,9,False,Water Veil,,,Dofin,0,0,0,0,0,1
964,Palafin,Water,,457,100,70,72,53,62,100,9,False,Zero To Hero,,,Superdofin,2,0,0,0,0,0
965,Varoom,Steel,Poison,300,45,70,63,30,45,47,9,False,Overcoat,,Slow Start,Vrombi,0,1,0,0,0,0
966,Revavroom,Steel,Poison,500,80,119,90,54,67,90,9,False,Overcoat,,Filter,Vrombotor,0,2,0,0,0,0
967,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,9,False,Shed Skin,,Regenerator,Motorizard,0,0,0,0,0,2
968,Orthworm,Steel,,480,70,85,145,60,55,65,9,False,Earth Eater,,Sand Veil,Ferdeter,0,0,2,0,0,0
969,Glimmet,Rock,Poison,350,48,35,42,105,60,60,9,False,Toxic Debris,,Corrosion,Germéclat,0,0,0,1,0,0
970,Glimmora,Rock,Poison,525,83,55,90,130,81,86,9,False,Toxic Debris,,Corrosion,Floréclat,0,0,0,2,0,0
971,Greavard,Ghost,,290,50,61,60,30,55,34,9,False,Pickup,,Fluffy,Toutombe,0,1,0,0,0,0
972,Houndstone,Ghost,,488,72,101,100,50,97,68,9,False,Sand Rush,,Fluffy,Tomberro,0,2,0,0,0,0
973,Flamigo,Flying,Fighting,500,82,115,74,75,64,90,9,False,Scrappy,Tangled Feet,Costar,Flamenroule,0,2,0,0,0,0
974,Cetoddle,Ice,,334,108,68,45,30,40,43,9,False,Thick Fat,Snow Cloak,Sheer Force,Piétacé,1,0,0,0,0,0
975,Cetitan,Ice,,521,170,113,65,45,55,73,9,False,Thick Fat,Slush Rush,Sheer Force,Balbalèze,2,0,0,0,0,0
976,Veluza,Water,Psychic,478,90,102,73,78,65,70,9,False,Mold Breaker,,Sharpness,Délestin,0,2,0,0,0,0
977,Dondozo,Water,,530,150,100,115,65,65,35,9,False,Unaware,Oblivious,Water Veil,Oyacata,3,0,0,0,0,0
978,Tatsugiri,Dragon,Water,475,68,50,60,120,95,82,9,False,Commander,,Storm Drain,Nigirigon,0,0,0,2,0,0
979,Annihilape,Fighting,Ghost,535,110,115,80,50,90,90,9,False,Vital Spirit,Inner Focus,Defiant,Courrousinge,0,3,0,0,0,0
980,Clodsire,Poison,Ground,430,130,75,60,45,100,20,9,False,Poison Point,Water Absorb,Unaware,Terraiste,2,0,0,0,0,0
981,Farigiraf,Normal,Psychic,520,120,90,70,110,70,60,9,False,Cud Chew,Armor Tail,Sap Sipper,Farigiraf,3,0,0,0,0,0
982,Dudunsparce,Normal,,520,125,100,80,85,75,55,9,False,Serene Grace,Run Away,Rattled,Deusolourdo,2,0,0,0,0,0
983,Kingambit,Dark,Steel,550,100,135,120,60,85,50,9,False,Defiant,Supreme Overlord,Pressure,Scalpereur,0,3,0,0,0,0
984,Great-tusk,Ground,Fighting,570,115,131,131,53,53,87,9,False,Protosynthesis,,,Fort-Ivoire,0,3,0,0,0,0
985,Scream-tail,Fairy,Psychic,570,115,65,99,65,115,111,9,False,Protosynthesis,,,Hurle-Queue,3,0,0,0,0,0
986,Brute-bonnet,Grass,Dark,570,111,127,99,79,99,55,9,False,Protosynthesis,,,Fongus-Furie,0,3,0,0,0,0
987,Flutter-mane,Ghost,Fairy,570,55,55,55,135,135,135,9,False,Protosynthesis,,,Flotte-Mèche,0,0,0,1,1,1
988,Slither-wing,Bug,Fighting,570,85,135,79,85,105,81,9,False,Protosynthesis,,,Rampe-Ailes,0,3,0,0,0,0
989,Sandy-shocks,Electric,Ground,570,85,81,97,121,85,101,9,False,Protosynthesis,,,Pelage-Sablé,0,0,0,3,0,0
990,Iron-treads,Ground,Steel,570,90,112,120,72,70,106,9,False,Quark Drive,,,Roue-de-Fer,0,0,3,0,0,0
991,Iron-bundle,Ice,Water,570,56,80,114,124,60,136,9,False,Quark Drive,,,Hotte-de-Fer,0,0,0,0,0,3
992,Iron-hands,Fighting,Electric,570,154,140,108,50,68,50,9,False,Quark Drive,,,Paume-de-Fer,0,3,0,0,0,0
993,Iron-jugulis,Dark,Flying,570,94,80,86,122,80,108,9,False,Quark Drive,,,Têtes-de-Fer,0,0,0,3,0,0
994,Iron-moth,Fire,Poison,570,80,70,60,140,110,110,9,False,Quark Drive,,,Mite-de-Fer,0,0,0,3,0,0
995,Iron-thorns,Rock,Electric,570,100,134,110,70,84,72,9,False,Quark Drive,,,Épine-de-Fer,0,3,0,0,0,0
996,Frigibax,Dragon,Ice,320,65,75,45,35,45,55,9,False,Thermal Exchange,,Ice Body,Frigodo,0,1,0,0,0,0
997,Arctibax,Dragon,Ice,423,90,95,66,45,65,62,9,False,Thermal Exchange,,Ice Body,Cryodo,0,2,0,0,0,0
998,Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87,9,False,Thermal Exchange,,Ice Body,Glaivodo,0,3,0,0,0,0
999,Gimmighoul,Ghost,,300,45,30,70,75,70,10,9,False,Rattled,,,Mordudor,0,0,0,1,0,0
1000,Gholdengo,Steel,Ghost,550,87,60,95,133,91,84,9,False,Good As Gold,,,Gromago,0,0,0,2,0,0
1001,Wo-chien,Dark,Grass,570,85,85,100,95,135,70,9,True,Tablets Of Ruin,,,Chongjian,0,0,0,0,3,0
1002,Chien-pao,Dark,Ice,570,80,120,80,90,65,135,9,True,Sword Of Ruin,,,Baojian,0,0,0,0,0,3
1003,Ting-lu,Dark,Ground,570,155,110,125,55,80,45,9,True,Vessel Of Ruin,,,Dinglu,0,0,3,0,0,0
1004,Chi-yu,Dark,Fire,570,55,80,80,135,120,100,9,True,Beads Of Ruin,,,Yuyu,0,0,0,3,0,0
1005,Roaring-moon,Dragon,Dark,590,105,139,71,55,101,119,9,False,Protosynthesis,,,Rugit-Lune,0,3,0,0,0,0
1006,Iron-valiant,Fairy,Fighting,590,74,130,90,120,60,116,9,False,Quark Drive,,,Garde-de-Fer,0,3,0,0,0,0
1007,Koraidon,Fighting,Dragon,670,100,135,115,85,100,135,9,True,Orichalcum Pulse,,,Koraidon,0,3,0,0,0,0
1008,Miraidon,Electric,Dragon,670,100,85,100,135,115,135,9,True,Hadron Engine,,,Miraidon,0,0,0,3,0,0
1009,Walking-wake,Water,Dragon,590,99,83,91,125,83,109,9,False,Protosynthesis,,,Serpente-Eau,0,0,0,3,0,0
1010,Iron-leaves,Grass,Psychic,590,90,130,88,70,108,104,9,False,Quark Drive,,,Vert-de-Fer,0,3,0,0,0,0
1011,Dipplin,Grass,Dragon,485,80,80,110,95,80,40,9,False,Supersweet Syrup,Gluttony,Sticky Hold,Pomdramour,0,0,2,0,0,0
1012,Poltchageist,Grass,Ghost,308,40,45,45,74,54,50,9,False,Hospitality,,Heatproof,Poltchageist,0,0,0,1,0,0
1013,Sinistcha,Grass,Ghost,508,71,60,106,121,80,70,9,False,Hospitality,,Heatproof,Théffroyable,0,0,0,2,0,0
1014,Okidogi,Poison,Fighting,555,88,128,115,58,86,80,9,True,Toxic Chain,,Guard Dog,Félicanis,0,3,0,0,0,0
1015,Munkidori,Poison,Psychic,555,88,75,66,130,90,106,9,True,Toxic Chain,,Frisk,Fortusimia,0,0,0,3,0,0
1016,Fezandipiti,Poison,Fairy,555,88,91,82,70,125,99,9,True,Toxic Chain,,Technician,Favianos,0,0,0,0,3,0
1017,Ogerpon,Grass,,550,80,120,84,60,96,110,9,True,Defiant,,,Ogerpon,0,3,0,0,0,0
1018,Archaludon,Steel,Dragon,600,90,105,130,125,65,85,9,False,Stamina,Sturdy,Stalwart,Pondralugon,0,0,3,0,0,0
1019,Hydrapple,Grass,Dragon,540,106,80,110,120,80,44,9,False,Supersweet Syrup,Regenerator,Sticky Hold,Pomdorochi,0,0,0,3,0,0
1020,Gouging-fire,Fire,Dragon,590,105,115,121,65,93,91,9,False,Protosynthesis,,,Feu-Perçant,0,0,3,0,0,0
1021,Raging-bolt,Electric,Dragon,590,125,73,91,137,89,75,9,False,Protosynthesis,,,Ire-Foudre,0,0,0,3,0,0
1022,Iron-boulder,Rock,Psychic,590,90,120,80,68,108,124,9,False,Quark Drive,,,Roc-de-Fer,0,0,0,0,0,3
1023,Iron-crown,Steel,Psychic,590,90,72,100,122,108,98,9,False,Quark Drive,,,Chef-de-Fer,0,0,0,3,0,0
1024,Terapagos,Normal,,450,90,65,85,65,85,60,9,True,Tera Shift,,,Terapagos,0,0,1,0,0,0
1025,Pecharunt,Poison,Ghost,600,88,88,160,88,88,88,9,False,Poison Puppeteer,,,Pêchaminus,0,0,3,0,0,0
